customer_id,monetary_DNN,monetary_btyd,frequency_DNN,frequency_btyd,recency,t,time_between,avg_basket_value,avg_basket_size,cnt_returns,has_returned,frequency_btyd_clipped,monetary_btyd_clipped,target_monetary_clipped,target_monetary
14189,2880.94,197.6692307692308,14,13,261,269,18.0,205.78,174.21,5,1,13,197.67,4604.31,4604.31
14191,2233.51,297.59857142857146,8,7,112,121,14.0,279.19,172.88,1,1,7,297.6,4660.01,4660.01
14194,5562.07,388.08615384615376,14,13,202,209,14.0,397.29,228.64,6,1,13,388.09,11216.75,11216.75
14198,347.05,81.875,3,2,94,140,31.0,115.68,55.0,1,1,2,81.88,663.5,663.5
14201,461.84,65.76666666666667,7,6,210,260,30.0,65.98,49.71,2,1,6,65.77,688.04,688.04
14209,1870.03,304.416,6,5,211,233,35.0,311.67,109.0,1,1,5,304.42,2067.13,2067.13
14210,1905.84,320.178,6,5,266,272,44.0,317.64,126.67,0,0,5,320.18,1900.89,1900.89
14211,880.84,105.09142857142857,8,7,88,196,11.0,110.11,61.0,3,1,7,105.09,2208.3,2208.3
14214,895.01,64.09,5,4,121,178,24.0,179.0,133.6,2,1,4,64.09,1000.23,1000.23
14215,1086.47,230.1175,5,4,182,269,36.0,217.29,117.0,1,1,4,230.12,1777.92,1777.92
14217,1161.68,86.94833333333332,13,12,267,267,20.0,89.36,28.62,3,1,12,86.95,1925.36,1925.36
14221,2612.06,459.822,6,5,226,240,37.0,435.34,257.5,1,1,5,459.82,3427.85,3427.85
14223,640.69,167.895,3,2,107,165,35.0,213.56,129.67,1,1,2,167.9,975.23,975.23
14224,1050.12,268.6066666666666,4,3,210,221,52.0,262.53,128.5,0,0,3,268.61,1050.12,1050.12
14226,1678.85,231.85,4,3,70,170,17.0,419.71,270.0,2,1,3,231.85,2201.64,2201.64
14227,2389.02,236.04571428571427,8,7,99,185,12.0,298.63,159.13,4,1,7,236.05,3315.71,3315.71
14229,665.53,69.52,4,3,42,234,10.0,166.38,70.75,2,1,3,69.52,1450.6,1450.6
14231,822.06,128.2775,5,4,109,189,21.0,164.41,80.4,2,1,4,128.28,822.06,822.06
14232,1570.84,175.532,6,5,149,165,24.0,261.81,250.0,2,1,5,175.53,2043.93,2043.93
14233,959.1,429.125,3,2,106,218,35.0,319.7,136.67,0,0,2,429.13,1447.51,1447.51
14235,2802.86,976.275,3,2,103,161,34.0,934.29,613.67,0,0,2,976.28,3093.86,3093.86
14239,1507.89,168.53625,9,8,217,217,24.0,167.54,77.0,1,1,8,168.54,2323.5,2323.5
14243,1948.14,192.76,10,9,231,266,23.0,194.81,85.6,3,1,9,192.76,2535.88,2535.88
14245,1677.48,168.095,5,4,87,164,17.0,335.5,194.2,3,1,4,168.1,1677.48,1677.48
14246,1474.06,512.21,3,2,135,146,45.0,491.35,268.0,0,0,2,512.21,1474.06,1474.06
14257,2725.84,701.9,4,3,195,219,48.0,681.46,334.5,0,0,3,701.9,3087.27,3087.27
14258,9366.42,1041.0333333333333,7,6,189,238,27.0,1338.06,774.0,1,1,6,1041.03,12650.08,12650.08
14262,855.0,307.5,3,2,133,141,44.0,285.0,197.67,0,0,2,307.5,2618.23,2618.23
14264,319.47,166.985,3,2,218,273,72.0,106.49,22.0,1,1,2,166.99,319.47,319.47
14265,530.18,278.13,2,1,39,49,19.0,265.09,165.0,0,0,1,278.13,530.18,530.18
14267,1279.09,88.546,6,5,110,161,18.0,213.18,76.83,4,1,5,88.55,1279.09,1279.09
14273,450.05,168.625,3,2,106,143,35.0,150.02,65.33,0,0,2,168.63,559.97,559.97
14276,644.1,151.45,3,2,109,190,36.0,214.7,166.67,1,1,2,151.45,1019.39,1019.39
14282,2495.44,240.555,9,8,258,268,28.0,277.27,200.0,0,0,8,240.56,3729.34,3729.34
14289,832.78,127.635,5,4,155,190,31.0,166.56,55.6,0,0,4,127.64,911.26,911.26
14291,2345.59,340.1775,5,4,162,176,32.0,469.12,295.4,1,1,4,340.18,3873.3,3873.3
14292,2552.31,512.892,6,5,181,227,30.0,425.39,135.17,3,1,5,512.89,4819.33,4819.33
14293,739.41,187.245,3,2,221,269,73.0,246.47,142.33,0,0,2,187.25,1046.56,1046.56
14298,41182.51,2122.7472222222223,19,18,261,261,13.0,2167.5,2510.21,0,0,18,2122.75,50862.44,50862.44
14299,1398.89,178.65444444444444,10,9,259,267,25.0,139.89,80.5,5,1,9,178.65,2855.35,2855.35
14307,2307.89,508.26,4,3,239,274,59.0,576.97,427.75,0,0,3,508.26,2995.72,2995.72
14309,1277.17,188.23666666666665,7,6,190,259,27.0,182.45,135.71,1,1,6,188.24,2319.68,2319.68
14312,854.59,181.68,4,3,151,238,37.0,213.65,96.25,0,0,3,181.68,1611.59,1611.59
14315,1550.15,254.9375,5,4,137,167,27.0,310.03,137.8,0,0,4,254.94,2456.98,2456.98
14321,900.65,286.915,3,2,217,234,72.0,300.22,505.33,0,0,2,286.92,1530.75,1530.75
14323,574.26,91.48,4,3,124,139,31.0,143.57,85.0,2,1,3,91.48,574.26,574.26
14329,3443.78,270.8857142857143,8,7,221,230,27.0,430.47,271.5,4,1,7,270.89,4928.74,4928.74
14331,462.66,79.0,2,1,11,36,5.0,231.33,126.0,0,0,1,79.0,462.66,462.66
14334,2000.76,280.10166666666663,7,6,236,259,33.0,285.82,203.71,1,1,6,280.1,2539.46,2539.46
14336,1114.39,289.985,3,2,78,177,26.0,371.46,329.67,0,0,2,289.99,1614.91,1614.91
14341,1123.62,196.9975,5,4,188,219,37.0,224.72,141.4,1,1,4,197.0,2166.38,2166.38
14342,358.89,24.645,3,2,73,111,24.0,119.63,55.33,1,1,2,24.65,607.71,607.71
14344,889.93,81.01857142857142,8,7,241,269,30.0,111.24,59.63,0,0,7,81.02,889.93,889.93
14346,1021.58,759.14,2,1,177,198,88.0,510.79,302.5,0,0,1,759.14,1021.58,1021.58
14352,1078.96,423.83,3,2,116,174,38.0,359.65,179.33,0,0,2,423.83,1078.96,1078.96
14364,3717.35,499.7,7,6,103,112,14.0,531.05,281.0,0,0,6,499.7,3717.35,3717.35
14367,5364.7,730.2566666666665,7,6,139,177,19.0,766.39,364.0,0,0,6,730.26,9167.82,9167.82
14388,1821.66,301.772,6,5,251,273,41.0,303.61,196.0,1,1,5,301.77,3172.04,3172.04
14390,1570.51,450.92,4,3,228,273,57.0,392.63,184.25,0,0,3,450.92,4592.47,4592.47
14395,1956.27,329.518,6,5,195,273,32.0,326.05,161.83,0,0,5,329.52,3471.91,3471.91
14397,856.0,86.32,9,8,104,114,11.0,95.11,72.44,0,0,8,86.32,2556.68,2556.68
14401,2766.3,314.865,9,8,252,260,28.0,307.37,363.67,0,0,8,314.87,4039.98,4039.98
14403,1426.31,158.9025,5,4,117,148,23.0,285.26,102.6,1,1,4,158.9,1426.31,1426.31
14404,1307.92,293.61,5,4,261,270,52.0,261.58,154.6,0,0,4,293.61,1434.72,1434.72
14407,2111.08,219.2375,9,8,169,177,18.0,234.56,156.89,3,1,8,219.24,2111.08,2111.08
14408,1996.51,411.4275,5,4,134,165,26.0,399.3,259.2,0,0,4,411.43,2606.53,2606.53
14409,1792.53,538.31,4,3,246,269,61.0,448.13,272.0,0,0,3,538.31,1908.25,1908.25
14410,639.06,100.282,6,5,164,206,27.0,106.51,50.5,1,1,5,100.28,576.3,576.3
14414,1299.29,180.34833333333333,7,6,259,259,37.0,185.61,302.43,1,1,6,180.35,1485.13,1485.13
14415,3272.27,344.28428571428566,8,7,237,261,29.0,409.03,197.0,0,0,7,344.28,5811.56,5811.56
14419,307.56,183.46,2,1,112,265,56.0,153.78,81.0,0,0,1,183.46,1058.06,1058.06
14422,1032.15,630.84,2,1,97,168,48.0,516.08,270.5,0,0,1,630.84,4263.64,4263.64
14426,2360.59,395.2983333333333,7,6,219,260,31.0,337.23,179.57,3,1,6,395.3,3918.9,3918.9
14428,326.38,61.415,3,2,93,226,31.0,108.79,47.0,1,1,2,61.42,1230.14,1230.14
14440,1185.71,529.01,2,1,49,266,24.0,592.86,170.5,0,0,1,529.01,2357.68,2357.68
14442,1548.87,291.09666666666664,4,3,118,217,29.0,387.22,119.0,2,1,3,291.1,1544.62,1544.62
14443,972.2,246.9425,5,4,234,273,46.0,194.44,131.8,2,1,4,246.94,1400.88,1400.88
14447,601.03,336.03,2,1,84,181,42.0,300.52,156.5,0,0,1,336.03,1163.23,1163.23
14449,401.3,191.06,2,1,126,273,63.0,200.65,168.0,0,0,1,191.06,907.1,907.1
14450,483.25,161.11,3,2,140,221,46.0,161.08,80.33,0,0,2,161.11,483.25,483.25
14456,636.65,494.27,2,1,11,43,5.0,318.33,288.0,0,0,1,494.27,3047.63,3047.63
14460,404.34,157.8,2,1,61,72,30.0,202.17,428.5,0,0,1,157.8,404.34,404.34
14461,2103.06,663.415,3,2,113,162,37.0,701.02,255.33,0,0,2,663.42,2103.06,2103.06
14462,1499.93,198.66142857142856,8,7,219,240,27.0,187.49,81.88,1,1,7,198.66,1965.9,1965.9
14463,309.42,193.5,2,1,35,106,17.0,154.71,63.5,0,0,1,193.5,529.62,529.62
14466,1580.45,300.175,5,4,257,273,51.0,316.09,119.4,0,0,4,300.18,2272.4,2272.4
14472,1936.84,236.70857142857145,8,7,252,256,31.0,242.11,145.0,0,0,7,236.71,1936.84,1936.84
14475,496.14,47.3975,5,4,138,205,27.0,99.23,44.8,3,1,4,47.4,799.82,799.82
14477,523.0,358.0,2,1,113,198,56.0,261.5,150.0,0,0,1,358.0,1307.81,1307.81
14481,636.51,333.65,2,1,123,188,61.0,318.26,244.5,0,0,1,333.65,636.51,636.51
14491,340.93,213.73,2,1,197,273,98.0,170.47,69.5,0,0,1,213.73,340.93,340.93
14498,1281.79,371.8566666666666,4,3,245,262,61.0,320.45,172.25,0,0,3,371.86,1957.32,1957.32
14499,370.96,244.94,2,1,145,179,72.0,185.48,95.5,0,0,1,244.94,815.32,815.32
14500,335.85,51.0,2,1,77,90,38.0,167.93,53.5,0,0,1,51.0,356.85,356.85
14501,251.21,184.28,2,1,136,220,68.0,125.61,80.5,0,0,1,184.28,190.31,190.31
14502,1077.76,184.51,6,5,164,214,27.0,179.63,88.17,1,1,5,184.51,2351.02,2351.02
14504,542.71,197.74,3,2,35,179,11.0,180.9,87.67,0,0,2,197.74,673.26,673.26
14505,4210.2,526.6416666666667,7,6,253,263,36.0,601.46,275.29,1,1,6,526.64,5818.7,5818.7
14506,831.66,280.98,3,2,207,270,69.0,277.22,85.67,0,0,2,280.98,2012.17,2012.17
14507,909.69,272.92,3,2,175,177,58.0,303.23,155.33,0,0,2,272.92,1368.18,1368.18
14513,438.49,139.91333333333333,4,3,188,189,47.0,109.62,88.75,1,1,3,139.91,438.49,438.49
14514,403.11,147.86,2,1,130,232,65.0,201.56,86.5,0,0,1,147.86,1055.35,1055.35
14515,765.65,340.25,2,1,27,119,13.0,382.83,185.5,0,0,1,340.25,2102.09,2102.09
14524,1052.72,259.09,4,3,182,261,45.0,263.18,105.75,0,0,3,259.09,1867.68,1867.68
14525,2826.96,337.80857142857144,8,7,261,262,32.0,353.37,218.13,1,1,7,337.81,4221.37,4221.37
14527,4656.84,108.93813953488372,44,43,272,274,6.0,105.84,28.34,6,1,43,108.94,7711.38,7711.38
14530,2021.27,441.0033333333333,4,3,168,197,42.0,505.32,211.75,0,0,3,441.0,2925.91,2925.91
14533,734.98,301.48,2,1,240,253,120.0,367.49,456.0,0,0,1,301.48,1812.62,1812.62
14534,2896.55,212.09833333333333,13,12,199,219,15.0,222.81,111.46,0,0,12,212.1,4075.35,4075.35
14535,1653.91,799.94,2,1,121,149,60.0,826.96,484.0,0,0,1,799.94,2841.09,2841.09
14541,1315.65,230.522,6,5,151,220,25.0,219.28,100.5,0,0,5,230.52,1461.65,1461.65
14543,2707.99,188.73769230769236,14,13,256,265,18.0,193.43,38.5,2,1,13,188.74,2916.17,2916.17
14546,857.51,313.59,2,1,47,149,23.0,428.76,248.0,0,0,1,313.59,2487.02,2487.02
14548,652.8,326.4,2,1,167,218,83.0,326.4,128.0,0,0,1,326.4,652.8,652.8
14553,312.32,110.38,2,1,121,240,60.0,156.16,91.0,0,0,1,110.38,859.27,859.27
14560,1404.05,82.99,13,12,248,258,19.0,108.0,20.31,1,1,12,82.99,2174.18,2174.18
14561,566.99,344.92,2,1,22,85,11.0,283.5,187.5,0,0,1,344.92,1080.76,1080.76
14562,1706.5,288.73,6,5,177,205,29.0,284.42,128.17,0,0,5,288.73,4709.22,4709.22
14565,2549.82,460.8033333333333,4,3,248,262,62.0,637.46,341.5,1,1,3,460.8,3073.77,3073.77
14572,2060.29,434.9025,5,4,214,225,42.0,412.06,237.4,0,0,4,434.9,2803.69,2803.69
14573,1603.72,170.0885714285714,8,7,193,273,24.0,200.47,67.25,0,0,7,170.09,1603.72,1603.72
14577,646.64,149.87,3,2,199,263,66.0,215.55,93.33,0,0,2,149.87,859.71,859.71
14583,787.64,204.37666666666664,4,3,61,106,15.0,196.91,143.0,0,0,3,204.38,1052.55,1052.55
14584,1029.26,202.22,5,4,29,99,5.0,205.85,75.8,1,1,4,202.22,1029.26,1029.26
14587,1470.63,178.54,8,7,147,232,18.0,183.83,90.75,0,0,7,178.54,1598.24,1598.24
14606,9146.92,139.821875,65,64,270,274,4.0,140.72,72.08,0,0,64,139.82,11713.85,11713.85
14609,486.36,171.18,3,2,153,197,51.0,162.12,2102.0,0,0,2,171.18,601.56,601.56
14621,980.31,224.87,4,3,231,259,57.0,245.08,101.0,1,1,3,224.87,1765.76,1765.76
14623,608.71,208.015,3,2,119,136,39.0,202.9,88.67,0,0,2,208.02,869.35,869.35
14626,1553.79,483.445,3,2,111,134,37.0,517.93,288.33,1,1,2,483.45,2757.07,2757.07
14631,630.08,320.58,2,1,63,199,31.0,315.04,176.0,0,0,1,320.58,1006.98,1006.98
14639,1957.08,320.135,5,4,241,262,48.0,391.42,157.2,2,1,4,320.14,2952.34,2952.34
14640,1484.41,267.74,5,4,100,128,20.0,296.88,114.6,1,1,4,267.74,2042.15,2042.15
14643,668.61,155.335,3,2,188,259,62.0,222.87,251.67,1,1,2,155.34,668.61,668.61
14645,597.09,356.99,2,1,119,176,59.0,298.55,190.5,0,0,1,356.99,597.09,597.09
14656,291.05,157.94,2,1,114,184,57.0,145.53,60.0,0,0,1,157.94,291.05,291.05
14657,628.99,106.455,3,2,171,227,57.0,209.66,112.67,0,0,2,106.46,838.27,838.27
14659,1568.15,194.996,6,5,170,216,28.0,261.36,125.83,0,0,5,195.0,2456.53,2456.53
14662,524.86,211.905,3,2,82,217,27.0,174.95,113.33,0,0,2,211.91,771.17,771.17
14665,713.86,159.73,3,2,14,211,4.0,237.95,88.67,1,1,2,159.73,1258.38,1258.38
14667,5478.22,331.11066666666665,16,15,255,269,15.0,342.39,197.75,0,0,15,331.11,9231.2,9231.2
14676,1685.92,337.434,6,5,154,202,25.0,280.99,303.67,2,1,5,337.43,2543.24,2543.24
14680,23996.7,1859.6516666666664,13,12,250,272,19.0,1845.9,883.46,0,0,12,1859.65,26390.46,26390.46
14684,519.26,350.9,2,1,147,263,73.0,259.63,147.5,0,0,1,350.9,1236.28,1236.28
14688,3833.45,242.03357142857143,15,14,244,274,16.0,255.56,184.27,0,0,14,242.03,5107.38,5107.38
14692,582.05,80.6125,5,4,185,223,37.0,116.41,51.0,1,1,4,80.61,582.05,582.05
14696,1450.56,192.65666666666664,7,6,254,274,36.0,207.22,154.57,2,1,6,192.66,2070.97,2070.97
14700,1557.6,836.05,2,1,49,139,24.0,778.8,429.0,0,0,1,836.05,2235.3,2235.3
14701,1895.13,299.736,6,5,144,217,24.0,315.86,108.33,0,0,5,299.74,2486.22,2486.22
14702,1687.7,171.125,9,8,249,266,27.0,187.52,72.11,0,0,8,171.13,3250.64,3250.64
14704,221.16,111.04,2,1,38,81,19.0,110.58,56.5,0,0,1,111.04,1546.91,1546.91
14708,671.48,126.21,3,2,214,269,71.0,223.83,134.67,1,1,2,126.21,1096.67,1096.67
14709,3354.54,380.055,9,8,246,259,27.0,372.73,184.44,1,1,8,380.06,4911.14,4911.14
14711,2033.82,261.9,8,7,153,163,19.0,254.23,87.25,0,0,7,261.9,2838.2,2838.2
14713,2027.51,216.07,9,8,266,266,29.0,225.28,137.11,0,0,8,216.07,2664.26,2664.26
14715,247.45,109.5,2,1,33,232,16.0,123.73,64.0,0,0,1,109.5,867.38,867.38
14719,488.12,264.66,2,1,70,150,35.0,244.06,199.0,0,0,1,264.66,1592.18,1592.18
14723,471.0,220.06,2,1,13,272,6.0,235.5,103.0,0,0,1,220.06,1158.3,1158.3
14730,904.21,156.76,5,4,169,177,33.0,180.84,105.4,0,0,4,156.76,2005.06,2005.06
14731,251.02,123.36,2,1,7,113,3.0,125.51,91.0,0,0,1,123.36,380.02,380.02
14732,1608.4,281.06,6,5,233,240,38.0,268.07,159.67,1,1,5,281.06,2686.34,2686.34
14733,8922.28,644.7509090909091,12,11,257,268,21.0,743.52,300.67,1,1,11,644.75,9451.54,9451.54
14735,3337.71,220.39357142857145,15,14,259,259,17.0,222.51,84.07,2,1,14,220.39,5807.69,5807.69
14737,1081.75,647.75,2,1,225,254,112.0,540.88,151.5,0,0,1,647.75,1164.55,1164.55
14738,753.09,109.664,6,5,186,217,31.0,125.52,54.5,1,1,5,109.66,1289.94,1289.94
14739,1307.62,296.87,3,2,148,268,49.0,435.87,358.0,0,0,2,296.87,3899.1,3899.1
14741,864.96,226.82,4,3,259,273,64.0,216.24,139.5,0,0,3,226.82,1400.34,1400.34
14744,916.58,138.316,6,5,85,267,14.0,152.76,86.17,2,1,5,138.32,1088.53,1088.53
14745,1167.16,231.64,5,4,173,186,34.0,233.43,204.0,1,1,4,231.64,1167.16,1167.16
14748,1014.81,181.4633333333333,4,3,245,269,61.0,253.7,257.5,1,1,3,181.46,1311.79,1311.79
14755,2822.78,333.47428571428566,8,7,222,235,27.0,352.85,154.88,1,1,7,333.47,4965.38,4965.38
14758,1484.06,276.43666666666667,4,3,115,160,28.0,371.02,104.75,0,0,3,276.44,1484.06,1484.06
14759,870.85,298.6,2,1,120,133,60.0,435.43,123.5,0,0,1,298.6,1625.97,1625.97
14765,95.5,15.0,2,1,64,77,32.0,47.75,11.0,0,0,1,15.0,254.11,254.11
14766,1481.02,302.184,6,5,204,273,34.0,246.84,159.67,2,1,5,302.18,2423.07,2423.07
14769,6477.79,1021.7966666666666,7,6,249,258,35.0,925.4,640.57,1,1,6,1021.8,10641.6,10641.6
14775,701.46,294.9,2,1,235,273,117.0,350.73,401.0,0,0,1,294.9,1011.9,1011.9
14776,1849.74,215.23,7,6,207,213,29.0,264.25,317.71,1,1,6,215.23,2195.58,2195.58
14778,730.86,396.81,2,1,181,209,90.0,365.43,153.0,0,0,1,396.81,730.86,730.86
14790,364.04,211.88,2,1,134,154,67.0,182.02,192.0,0,0,1,211.88,745.06,745.06
14794,645.64,116.635,5,4,131,235,26.0,129.13,61.8,1,1,4,116.64,1272.11,1272.11
14796,5585.88,409.7183333333333,13,12,259,267,19.0,429.68,331.31,0,0,12,409.72,7839.51,7839.51
14798,97.4,21.72,2,1,166,211,83.0,48.7,52.0,0,0,1,21.72,173.74,173.74
14800,3817.69,465.97857142857134,8,7,260,270,32.0,477.21,393.13,0,0,7,465.98,4316.61,4316.61
14803,845.55,151.7,3,2,130,193,43.0,281.85,123.33,0,0,2,151.7,845.55,845.55
14808,1514.36,278.2466666666666,4,3,28,73,7.0,378.59,310.0,0,0,3,278.25,2175.37,2175.37
14810,1869.33,187.65444444444444,10,9,266,270,26.0,186.93,91.3,0,0,9,187.65,2087.88,2087.88
14818,409.63,291.38,2,1,84,154,42.0,204.82,101.0,0,0,1,291.38,657.8,657.8
14823,321.43,110.78,2,1,14,95,7.0,160.72,44.0,0,0,1,110.78,321.43,321.43
14825,1339.37,192.545,7,6,241,269,34.0,191.34,77.43,0,0,6,192.55,2226.91,2226.91
14829,478.73,80.58666666666666,4,3,188,273,47.0,119.68,81.5,1,1,3,80.59,644.65,644.65
14834,414.85,85.58,3,2,120,141,40.0,138.28,59.33,1,1,2,85.58,1698.35,1698.35
14837,1345.56,426.65,3,2,96,102,32.0,448.52,408.67,0,0,2,426.65,1641.2,1641.2
14841,2375.57,660.1366666666667,4,3,179,259,44.0,593.89,308.75,0,0,3,660.14,3295.76,3295.76
14842,1381.23,357.07666666666665,4,3,123,209,30.0,345.31,157.5,2,1,3,357.08,2456.8,2456.8
14844,2257.68,691.565,3,2,118,142,39.0,752.56,433.67,0,0,2,691.57,3189.81,3189.81
14849,5018.55,466.271,11,10,254,274,23.0,456.23,329.27,2,1,10,466.27,7904.28,7904.28
14852,1634.21,571.905,3,2,112,153,37.0,544.74,337.67,0,0,2,571.91,2836.69,2836.69
14854,2291.69,365.882,6,5,141,175,23.0,381.95,238.5,0,0,5,365.88,2749.89,2749.89
14855,645.65,339.3,2,1,15,35,7.0,322.83,133.5,0,0,1,339.3,645.65,645.65
14866,1163.9,353.40666666666664,4,3,261,267,65.0,290.98,138.0,0,0,3,353.41,14197.45,14197.45
14868,1297.07,428.87,3,2,113,134,37.0,432.36,229.67,0,0,2,428.87,2939.64,2939.64
14871,354.75,107.175,3,2,182,261,60.0,118.25,38.0,0,0,2,107.18,522.38,522.38
14875,1452.47,363.49,4,3,155,163,38.0,363.12,138.75,2,1,3,363.49,1448.72,1448.72
14878,1083.02,152.202,6,5,185,259,30.0,180.5,104.5,0,0,5,152.2,1485.54,1485.54
14880,363.27,234.07,2,1,103,189,51.0,181.64,122.5,0,0,1,234.07,706.19,706.19
14883,358.48,47.92,2,1,48,112,24.0,179.24,161.0,0,0,1,47.92,756.64,756.64
14891,554.38,105.0,2,1,39,88,19.0,277.19,252.5,0,0,1,105.0,554.38,554.38
14895,5998.46,755.51375,9,8,222,223,24.0,666.5,267.89,3,1,8,755.51,11020.26,11020.26
14898,936.1,139.6,7,6,237,272,33.0,133.73,121.71,2,1,6,139.6,1228.32,1228.32
14901,815.82,152.9175,5,4,271,273,54.0,163.16,81.4,0,0,4,152.92,1414.99,1414.99
14903,2345.67,226.56125,9,8,157,179,17.0,260.63,143.22,5,1,8,226.56,2744.48,2744.48
14905,599.9,145.675,3,2,79,134,26.0,199.97,91.33,1,1,2,145.68,599.9,599.9
14907,2606.93,662.9533333333333,4,3,268,268,67.0,651.73,326.5,0,0,3,662.95,3478.85,3478.85
14911,68402.71,788.9224418604651,87,86,274,274,3.0,786.24,447.43,10,1,86,788.92,100000.0,132480.19
14913,917.15,308.14,3,2,176,260,58.0,305.72,454.0,0,0,2,308.14,1227.43,1227.43
14916,697.14,201.045,3,2,184,225,61.0,232.38,200.0,1,1,2,201.05,1264.84,1264.84
14918,1610.15,844.73,2,1,39,55,19.0,805.08,337.5,0,0,1,844.73,1610.15,1610.15
14930,2372.86,1268.73,2,1,166,175,83.0,1186.43,583.0,0,0,1,1268.73,2372.86,2372.86
14936,5072.88,1748.26,3,2,167,176,55.0,1690.96,784.0,0,0,2,1748.26,8117.42,8117.42
14944,2468.13,626.9325,5,4,208,253,41.0,493.63,275.0,1,1,4,626.93,5842.95,5842.95
14948,556.87,139.235,3,2,110,120,36.0,185.62,120.33,0,0,2,139.24,1066.57,1066.57
14952,3379.01,497.43,8,7,208,267,26.0,422.38,216.38,3,1,7,497.43,7912.79,7912.79
14958,499.68,144.515,3,2,98,146,32.0,166.56,43.0,0,0,2,144.52,499.68,499.68
14959,537.32,179.33,3,2,187,197,62.0,179.11,133.33,0,0,2,179.33,684.97,684.97
14961,3868.88,383.74,8,7,206,261,25.0,483.61,267.0,3,1,7,383.74,7006.58,7006.58
14970,1119.75,391.125,3,2,179,217,59.0,373.25,55.0,0,0,2,391.13,1592.06,1592.06
14973,1314.45,329.925,3,2,118,126,39.0,438.15,123.0,0,0,2,329.93,1314.45,1314.45
14976,534.96,126.33666666666666,4,3,225,227,56.0,133.74,39.5,0,0,3,126.34,765.86,765.86
14978,1537.28,409.00666666666666,4,3,95,231,23.0,384.32,104.25,0,0,3,409.01,1931.42,1931.42
14998,429.87,246.23,2,1,71,142,35.0,214.94,135.0,0,0,1,246.23,429.87,429.87
15002,1641.76,336.7033333333333,4,3,252,268,63.0,410.44,215.5,0,0,3,336.7,1641.76,1641.76
15005,4206.28,221.32111111111112,19,18,258,267,13.0,221.38,150.47,0,0,18,221.32,6180.49,6180.49
15018,251.39,70.07,3,2,119,268,39.0,83.8,31.0,1,1,2,70.07,456.26,456.26
15021,1099.78,221.826,6,5,211,268,35.0,183.3,85.83,1,1,5,221.83,1872.28,1872.28
15023,5070.72,658.5885714285714,8,7,253,270,31.0,633.84,278.63,0,0,7,658.59,6763.16,6763.16
15024,845.62,118.13333333333333,4,3,254,268,63.0,211.41,104.0,0,0,3,118.13,1661.33,1661.33
15026,230.78,121.8,2,1,37,178,18.0,115.39,40.5,0,0,1,121.8,469.0,469.0
15027,952.77,152.8425,5,4,70,139,14.0,190.55,104.2,2,1,4,152.84,1051.95,1051.95
15031,261.79,110.96,2,1,172,183,86.0,130.9,57.5,0,0,1,110.96,668.14,668.14
15033,1613.45,208.676,6,5,220,230,36.0,268.91,152.17,0,0,5,208.68,2571.02,2571.02
15034,2655.58,453.17,5,4,121,254,24.0,531.12,265.6,1,1,4,453.17,4277.66,4277.66
15036,245.69,192.54,2,1,2,80,1.0,122.85,75.5,0,0,1,192.54,465.55,465.55
15038,517.45,130.34,4,3,182,270,45.0,129.36,32.0,0,0,3,130.34,665.59,665.59
15039,18063.43,545.3725,33,32,269,269,8.0,547.38,253.85,0,0,32,545.37,19786.44,19786.44
15044,5141.38,430.543,11,10,226,263,20.0,467.4,139.91,0,0,10,430.54,7629.38,7629.38
15045,633.66,122.38,3,2,106,158,35.0,211.22,35.33,1,1,2,122.38,633.66,633.66
15046,3713.57,320.162,11,10,211,239,19.0,337.6,212.0,1,1,10,320.16,5064.01,5064.01
15048,321.05,111.175,3,2,252,269,84.0,107.02,53.67,0,0,2,111.18,380.57,380.57
15053,478.6,255.95,2,1,125,182,62.0,239.3,257.0,0,0,1,255.95,697.79,697.79
15058,1245.66,236.585,5,4,188,213,37.0,249.13,123.4,0,0,4,236.59,2124.99,2124.99
15059,996.7,162.784,6,5,227,235,37.0,166.12,67.17,0,0,5,162.78,1325.82,1325.82
15061,36329.0,1121.7358333333332,25,24,245,273,9.0,1453.16,755.96,5,1,24,1121.74,54228.74,54228.74
15062,814.04,302.48,3,2,142,260,47.0,271.35,180.33,0,0,2,302.48,987.86,987.86
15065,2836.6,515.735,5,4,127,192,25.0,567.32,230.6,2,1,4,515.74,3135.98,3135.98
15078,6582.83,321.45684210526315,20,19,263,269,13.0,329.14,167.55,6,1,19,321.46,9623.35,9623.35
15081,230.6,59.725,3,2,163,268,54.0,76.87,37.0,1,1,2,59.73,487.35,487.35
15089,1677.23,455.67,2,1,20,29,10.0,838.62,542.5,0,0,1,455.67,2420.84,2420.84
15093,3840.22,459.4985714285714,8,7,256,273,32.0,480.03,406.5,3,1,7,459.5,4410.14,4410.14
15095,1364.7,198.06666666666663,4,3,100,104,25.0,341.18,269.25,1,1,3,198.07,1364.7,1364.7
15104,1002.54,313.95,3,2,116,183,38.0,334.18,211.67,1,1,2,313.95,1002.54,1002.54
15106,1025.99,205.09666666666664,4,3,133,170,33.0,256.5,196.5,1,1,3,205.1,1407.73,1407.73
15108,1291.75,275.0875,5,4,86,128,17.0,258.35,99.4,1,1,4,275.09,1291.75,1291.75
15110,365.1,65.15,4,3,197,219,49.0,91.28,29.75,2,1,3,65.15,970.25,970.25
15114,1354.01,218.992,6,5,185,202,30.0,225.67,251.5,0,0,5,218.99,2760.56,2760.56
15116,790.97,311.32,2,1,70,105,35.0,395.49,127.5,0,0,1,311.32,1352.75,1352.75
